S.No.,Module Name,Screen Title,Tab Name,Category,Main Menu,Sub-Menu,Route Name,View File,Note
54,Accounting,Fixed Asset Details,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.fixed-asset.index,Modules/Accounting/resources/views/fixed-asset/show.blade.php,Not in RBS — needs menu assignment
55,Accounting,Asset Categories,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.asset-category.index,Modules/Accounting/resources/views/asset-category/index.blade.php,Not in RBS — needs menu assignment
56,Accounting,Edit Asset Category,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.asset-category.index,Modules/Accounting/resources/views/asset-category/edit.blade.php,Not in RBS — needs menu assignment
57,Accounting,New Asset Category,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.asset-category.index,Modules/Accounting/resources/views/asset-category/create.blade.php,Not in RBS — needs menu assignment
58,Accounting,Asset Category Details,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.asset-category.index,Modules/Accounting/resources/views/asset-category/show.blade.php,Not in RBS — needs menu assignment
59,Accounting,Account Groups,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.account-group.index,Modules/Accounting/resources/views/account-group/index.blade.php,Not in RBS — needs menu assignment
60,Accounting,Account Groups,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.account-group.index,Modules/Accounting/resources/views/account-group/edit.blade.php,Not in RBS — needs menu assignment
61,Accounting,Account Groups,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.account-group.index,Modules/Accounting/resources/views/account-group/trash.blade.php,Not in RBS — needs menu assignment
62,Accounting,Account Groups,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.account-group.index,Modules/Accounting/resources/views/account-group/create.blade.php,Not in RBS — needs menu assignment
63,Accounting,Account Groups,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.account-group.index,Modules/Accounting/resources/views/account-group/show.blade.php,Not in RBS — needs menu assignment
64,Accounting,Transactions,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.dashboard,Modules/Accounting/resources/views/pages/transactions.blade.php,Not in RBS — needs menu assignment
65,Accounting,Financial Reports,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.dashboard,Modules/Accounting/resources/views/pages/reports.blade.php,Not in RBS — needs menu assignment
66,Accounting,Setup & Masters,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.dashboard,Modules/Accounting/resources/views/pages/setup-masters.blade.php,Not in RBS — needs menu assignment
67,Accounting,Assets & Integration,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.dashboard,Modules/Accounting/resources/views/pages/assets-integration.blade.php,Not in RBS — needs menu assignment
68,Accounting,Recurring Template Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.recurring-template.index,Modules/Accounting/resources/views/recurring-template/index.blade.php,Not in RBS — needs menu assignment
69,Accounting,Recurring Template Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.recurring-template.index,Modules/Accounting/resources/views/recurring-template/edit.blade.php,Not in RBS — needs menu assignment
70,Accounting,Recurring Template Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.recurring-template.index,Modules/Accounting/resources/views/recurring-template/create.blade.php,Not in RBS — needs menu assignment
71,Accounting,Recurring Template Details,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.recurring-template.index,Modules/Accounting/resources/views/recurring-template/show.blade.php,Not in RBS — needs menu assignment
72,Accounting,Tally Ledger Mappings,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.tally-mapping.index,Modules/Accounting/resources/views/tally-mapping/index.blade.php,Not in RBS — needs menu assignment
73,Accounting,Edit Tally Mapping,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.tally-mapping.index,Modules/Accounting/resources/views/tally-mapping/edit.blade.php,Not in RBS — needs menu assignment
74,Accounting,New Tally Mapping,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.tally-mapping.index,Modules/Accounting/resources/views/tally-mapping/create.blade.php,Not in RBS — needs menu assignment
75,Accounting,Tally Mapping Details,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.tally-mapping.index,Modules/Accounting/resources/views/tally-mapping/show.blade.php,Not in RBS — needs menu assignment
76,Accounting,Tally Export,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.tally-export.index,Modules/Accounting/resources/views/tally-export/index.blade.php,Not in RBS — needs menu assignment
77,Accounting,Budget Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.budget.index,Modules/Accounting/resources/views/budget/index.blade.php,Not in RBS — needs menu assignment
78,Accounting,Budget Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.budget.index,Modules/Accounting/resources/views/budget/edit.blade.php,Not in RBS — needs menu assignment
79,Accounting,Budget Management,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.budget.index,Modules/Accounting/resources/views/budget/create.blade.php,Not in RBS — needs menu assignment
80,Accounting,Budget Details,N/A,Operation Mgmt.,Finance & Accounting,N/A,accounting.budget.index,Modules/Accounting/resources/views/budget/show.blade.php,Not in RBS — needs menu assignment
81,Admission,Transfer Certificate,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/alumni/tc-show.blade.php,
82,Admission,Promotion Batch,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/promotion-show.blade.php,
83,Admission,Allotment Detail,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/allotment-show.blade.php,
84,Admission,Assessment,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/assessment.blade.php,
85,Admission,Entrance Test,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/entrance-test-show.blade.php,
86,Admission,Merit List,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/merit-list-show.blade.php,
87,Admission,Withdrawal Detail,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/withdrawal-show.blade.php,
88,Admission,Admission Setup,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/setup.blade.php,
89,Admission,Admission Dashboard,N/A,FrontDesk,Admission,Admission Enquiry,adm.menu.setup,Modules/Admission/resources/views/pages/dashboard.blade.php,
90,Admission,Application Detail,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/application-show.blade.php,
91,Admission,Enquiry & Pipeline,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/enquiry-pipeline.blade.php,
92,Admission,Enroll Student,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/enroll.blade.php,
93,Admission,Enquiry Detail,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/enquiry-show.blade.php,
94,Admission,Promotions & Alumni,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/promotions-alumni.blade.php,
95,Admission,Allotment & Enrollment,N/A,FrontDesk,Admission,Admission Enquiry,adm.dashboard,Modules/Admission/resources/views/pages/allotment-enrollment.blade.php,
96,Cafeteria,Edit Supplier,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/suppliers/edit.blade.php,Not in RBS — needs menu assignment
97,Cafeteria,Add Supplier,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/suppliers/create.blade.php,Not in RBS — needs menu assignment
98,Cafeteria,Supplier Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/suppliers/show.blade.php,Not in RBS — needs menu assignment
99,Cafeteria,Edit Menu Item,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/menu-items/edit.blade.php,Not in RBS — needs menu assignment
100,Cafeteria,Add Menu Item,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/menu-items/create.blade.php,Not in RBS — needs menu assignment
101,Cafeteria,Meal Card Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/meal-cards/show.blade.php,Not in RBS — needs menu assignment
102,Cafeteria,FSSAI Record,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/fssai/show.blade.php,Not in RBS — needs menu assignment
103,Cafeteria,Cafeteria Reports,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/reports-page/index.blade.php,Not in RBS — needs menu assignment
104,Cafeteria,Meal Attendance Report,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/reports-page/meal-attendance.blade.php,Not in RBS — needs menu assignment
105,Cafeteria,Meal Card Ledger,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/reports-page/meal-card-ledger.blade.php,Not in RBS — needs menu assignment
106,Cafeteria,Stock Consumption Report,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/reports-page/stock-consumption.blade.php,Not in RBS — needs menu assignment
107,Cafeteria,Daily Sales Report,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/reports-page/daily-sales.blade.php,Not in RBS — needs menu assignment
108,Cafeteria,POS Session,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/pos/show.blade.php,Not in RBS — needs menu assignment
109,Cafeteria,Edit Dietary Profile,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/dietary-profiles/edit.blade.php,Not in RBS — needs menu assignment
110,Cafeteria,Edit Event Meal,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/event-meals/edit.blade.php,Not in RBS — needs menu assignment
111,Cafeteria,Add Event Meal,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/event-meals/create.blade.php,Not in RBS — needs menu assignment
112,Cafeteria,Event Meal Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/event-meals/show.blade.php,Not in RBS — needs menu assignment
113,Cafeteria,Edit Daily Menu,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/weekly-menu/edit.blade.php,Not in RBS — needs menu assignment
114,Cafeteria,Create Daily Menu,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/weekly-menu/create.blade.php,Not in RBS — needs menu assignment
115,Cafeteria,Menu Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/weekly-menu/show.blade.php,Not in RBS — needs menu assignment
116,Cafeteria,Kitchen View,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/orders/kitchen.blade.php,Not in RBS — needs menu assignment
117,Cafeteria,Order Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/orders/show.blade.php,Not in RBS — needs menu assignment
118,Cafeteria,Edit Stock Item,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/stock/edit.blade.php,Not in RBS — needs menu assignment
119,Cafeteria,Add Stock Item,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/stock/create.blade.php,Not in RBS — needs menu assignment
120,Cafeteria,Stock Item Details,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/stock/show.blade.php,Not in RBS — needs menu assignment
121,Cafeteria,Orders & Attendance,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/pages/orders-attendance.blade.php,Not in RBS — needs menu assignment
122,Cafeteria,Menu Planning,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/pages/menu-planning.blade.php,Not in RBS — needs menu assignment
123,Cafeteria,Meal Cards,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/pages/meal-cards-page.blade.php,Not in RBS — needs menu assignment
124,Cafeteria,Cafeteria Dashboard,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.menu-planning,Modules/Cafeteria/resources/views/pages/dashboard.blade.php,Not in RBS — needs menu assignment
125,Cafeteria,Stock & Compliance,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/pages/stock-compliance.blade.php,Not in RBS — needs menu assignment
126,Cafeteria,Edit Subscription Plan,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/subscription-plans/edit.blade.php,Not in RBS — needs menu assignment
127,Cafeteria,Add Subscription Plan,N/A,Operation Mgmt.,Cafeteria / Mess,N/A,cafeteria.dashboard,Modules/Cafeteria/resources/views/subscription-plans/create.blade.php,Not in RBS — needs menu assignment
128,Certificate,Bulk Certificate Generation,N/A,FrontDesk,Documents & Certificates,N/A,certificate.dashboard,Modules/Certificate/resources/views/pages/bulk-generate/index.blade.php,Not in RBS — needs menu assignment
129,Certificate,ID Card Configurations,N/A,FrontDesk,Documents & Certificates,N/A,certificate.dashboard,Modules/Certificate/resources/views/pages/id-cards/index.blade.php,Not in RBS — needs menu assignment
130,Certificate,Generate ID Cards,N/A,FrontDesk,Documents & Certificates,N/A,certificate.id-cards.index,Modules/Certificate/resources/views/pages/id-cards/generate.blade.php,Not in RBS — needs menu assignment
131,Certificate,Edit ID Card Config,N/A,FrontDesk,Documents & Certificates,N/A,certificate.id-cards.index,Modules/Certificate/resources/views/pages/id-cards/edit.blade.php,Not in RBS — needs menu assignment
132,Certificate,New ID Card Config,N/A,FrontDesk,Documents & Certificates,N/A,certificate.id-cards.index,Modules/Certificate/resources/views/pages/id-cards/create.blade.php,Not in RBS — needs menu assignment
133,Certificate,Id Cards,N/A,FrontDesk,Documents & Certificates,N/A,certificate.id-cards.index,Modules/Certificate/resources/views/pages/id-cards/show.blade.php,Not in RBS — needs menu assignment
134,Certificate,Certificate Types,N/A,FrontDesk,Documents & Certificates,N/A,certificate.dashboard,Modules/Certificate/resources/views/pages/types/index.blade.php,Not in RBS — needs menu assignment
135,Certificate,Trashed Types,N/A,FrontDesk,Documents & Certificates,N/A,certificate.types.index,Modules/Certificate/resources/views/pages/types/trashed.blade.php,Not in RBS — needs menu assignment
136,Certificate,Edit Certificate Type,N/A,FrontDesk,Documents & Certificates,N/A,certificate.types.index,Modules/Certificate/resources/views/pages/types/edit.blade.php,Not in RBS — needs menu assignment
137,Certificate,New Certificate Type,N/A,FrontDesk,Documents & Certificates,N/A,certificate.types.index,Modules/Certificate/resources/views/pages/types/create.blade.php,Not in RBS — needs menu assignment
138,Certificate,Certificate Type,N/A,FrontDesk,Documents & Certificates,N/A,certificate.types.index,Modules/Certificate/resources/views/pages/types/show.blade.php,Not in RBS — needs menu assignment
139,Certificate,Issued Certificates,N/A,FrontDesk,Documents & Certificates,N/A,certificate.issued.index,Modules/Certificate/resources/views/pages/issued/index.blade.php,Not in RBS — needs menu assignment
140,Certificate,Verification Logs,N/A,FrontDesk,Documents & Certificates,N/A,certificate.issued.index,Modules/Certificate/resources/views/pages/issued/verification-logs.blade.php,Not in RBS — needs menu assignment
141,Certificate,TC Register,N/A,FrontDesk,Documents & Certificates,N/A,certificate.issued.index,Modules/Certificate/resources/views/pages/issued/tc-register.blade.php,Not in RBS — needs menu assignment
142,Certificate,Issued,N/A,FrontDesk,Documents & Certificates,N/A,certificate.issued.index,Modules/Certificate/resources/views/pages/issued/show.blade.php,Not in RBS — needs menu assignment
143,Certificate,Certificate Requests,N/A,FrontDesk,Documents & Certificates,N/A,certificate.requests.index,Modules/Certificate/resources/views/pages/requests/index.blade.php,Not in RBS — needs menu assignment
144,Certificate,New Certificate Request,N/A,FrontDesk,Documents & Certificates,N/A,certificate.requests.index,Modules/Certificate/resources/views/pages/requests/create.blade.php,Not in RBS — needs menu assignment
145,Certificate,Request,N/A,FrontDesk,Documents & Certificates,N/A,certificate.requests.index,Modules/Certificate/resources/views/pages/requests/show.blade.php,Not in RBS — needs menu assignment
146,Certificate,Certificate Dashboard,N/A,FrontDesk,Documents & Certificates,N/A,certificate.types.index,Modules/Certificate/resources/views/pages/dashboard.blade.php,Not in RBS — needs menu assignment
147,Certificate,Certificate Templates,N/A,FrontDesk,Documents & Certificates,N/A,certificate.templates.index,Modules/Certificate/resources/views/pages/templates/index.blade.php,Not in RBS — needs menu assignment
148,Certificate,Edit Template,N/A,FrontDesk,Documents & Certificates,N/A,certificate.templates.index,Modules/Certificate/resources/views/pages/templates/edit.blade.php,Not in RBS — needs menu assignment
